PIN,Address,Sq. Ft.,Ward,Community Area Name,Zoning Classification,Location
20-20-209-001-0000,6401 S MAY ST,9324,16,ENGLEWOOD,RS-3,"(41.77762025, -87.65288823)"
20-17-415-017-0000,6000 S HALSTED ST,0,16,ENGLEWOOD,PD 1206,"(41.78503684, -87.64528463)"
20-20-228-004-0000,6607 S MORGAN ST,0,6,ENGLEWOOD,RS-3,"(41.77389823, -87.64914346)"
20-16-302-013-0000,5936 S WALLACE ST,0,20,ENGLEWOOD,M1-2,"(41.78600338, -87.64041818)"
20-20-230-018-0000,6600 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.77413857, -87.64620773)"
20-17-431-001-0000,6215 S GREEN ST,0,16,ENGLEWOOD,C1-3,"(41.78131015, -87.64570722)"
20-16-202-085-0000,5648 S WELLS ST,0,3,ENGLEWOOD,RS-3,"(41.79125726, -87.63206022)"
20-16-101-004-0000,703 W GARFIELD BLVD,0,20,ENGLEWOOD,RT-4,"(41.79371508, -87.6429864)"
20-21-121-022-0000,6512 S STEWART AVE,0,20,ENGLEWOOD,RT-4,"(41.77580463, -87.63508562)"
20-17-226-039-0000,1038 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.7871952, -87.65143196)"
20-20-224-037-0000,1144 W MARQUETTE RD,0,16,ENGLEWOOD,RS-3,"(41.77260258, -87.65367663)"
20-16-309-015-0000,619 W 60TH ST,4397,20,ENGLEWOOD,RS-3,"(41.78438019, -87.6408023)"
20-29-215-026-0000,7204 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76311797, -87.64473041)"
20-17-225-013-0000,5804 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78848426, -87.6526517)"
20-16-315-102-0000,6117 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78284303, -87.644406)"
20-16-303-005-0000,5918 S PARNELL AVE,0,20,ENGLEWOOD,M1-2,"(41.78651398, -87.63922307)"
20-21-325-007-0000,7020 S PARNELL AVE,1998,6,ENGLEWOOD,RT-4,"(41.76641802, -87.63873569)"
20-29-216-004-0000,7309 S RACINE AVE,0,17,ENGLEWOOD,RS-3,"(41.76102496, -87.65366531)"
20-16-322-009-0000,523 W 62ND ST,0,20,ENGLEWOOD,RS-3,"(41.78144959, -87.63848666)"
20-17-419-015-0000,6131 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78234576, -87.65057856)"
20-21-300-012-0000,6729 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.77160407, -87.6442025)"
20-21-400-021-0000,307 W MARQUETTE RD,0,6,ENGLEWOOD,RT-4,"(41.77241095, -87.63161781)"
20-20-430-024-0000,7036 S GREEN ST,0,6,ENGLEWOOD,RT-4,"(41.76591634, -87.64600366)"
20-17-431-006-0000,6225 S GREEN ST,0,16,ENGLEWOOD,C1-3,"(41.78086578, -87.64569585)"
20-16-303-022-0000,555 W 59TH ST,0,20,ENGLEWOOD,M1-2,"(41.78642313, -87.63962143)"
20-17-402-027-0000,5957 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78531767, -87.65187422)"
20-17-217-028-0000,5702 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.79036783, -87.65270147)"
20-16-309-017-0000,611 W 60TH ST,0,20,ENGLEWOOD,RS-3,"(41.78438495, -87.64056237)"
20-16-107-044-0000,402 W TREMONT ST,0,20,ENGLEWOOD,RS-3,"(41.79243254, -87.63572701)"
20-21-110-010-0000,653 W 64TH ST,0,20,ENGLEWOOD,PD 74,"(41.77769117, -87.64196274)"
20-17-405-045-0000,5954 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78535678, -87.64770681)"
20-21-103-009-0000,508 W 63RD PL,0,20,ENGLEWOOD,PD 280,"(41.7786161, -87.64205762)"
20-21-301-029-0000,714 W 68TH ST,0,6,ENGLEWOOD,RT-4,"(41.77084638, -87.64239388)"
20-29-220-007-0000,7319 S MORGAN ST,0,17,ENGLEWOOD,RS-3,"(41.76089075, -87.64880784)"
20-16-101-037-0000,5651 S EMERALD AVE,0,20,ENGLEWOOD,RS-3,"(41.79102275, -87.64350803)"
20-16-322-010-0000,519 W 62ND ST,2693,20,ENGLEWOOD,RS-3,"(41.78145115, -87.63839504)"
20-16-325-016-0000,501 W ENGLEWOOD AVE,6063,20,ENGLEWOOD,RS-3,"(41.78068988, -87.63761122)"
20-16-318-095-0000,6119 S HALSTED ST,5334,16,ENGLEWOOD,B2-2,"(41.78278408, -87.64440423)"
20-17-423-050-0000,6134 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78245805, -87.64535591)"
20-20-229-009-0000,6621 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.77357263, -87.64792146)"
20-16-315-099-0000,751 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78313315, -87.64417014)"
20-21-125-008-0000,651 W 66TH ST,0,6,ENGLEWOOD,RT-4,"(41.77405385, -87.64171264)"
20-16-306-004-0000,5911 S EGGLESTON AVE,0,20,ENGLEWOOD,RS-3,"(41.78678884, -87.63609866)"
20-20-421-003-0000,909 W 69TH ST,0,6,ENGLEWOOD,RM-5,"(41.76855311, -87.64740221)"
20-16-308-002-0000,6035 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78396357, -87.64451934)"
20-20-404-039-0000,6748 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.77096223, -87.64855279)"
20-16-213-012-0000,5729 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.79006275, -87.62883432)"
20-29-202-023-0000,7100 S CARPENTER ST,0,6,ENGLEWOOD,RS-3,"(41.76498132, -87.65082438)"
20-20-425-014-0000,7026 S ABERDEEN ST,0,6,ENGLEWOOD,RS-3,"(41.76610365, -87.65207026)"
20-20-315-028-0000,6820 S RACINE AVE,0,17,WEST ENGLEWOOD,B1-1,"(41.76983463, -87.65459739)"
20-16-205-002-0000,5527 S LA SALLE ST,0,3,ENGLEWOOD,RS-3,"(41.79308909, -87.6287392)"
20-28-109-039-0000,7248 S UNION AVE,0,6,ENGLEWOOD,RS-3,"(41.76199711, -87.64189493)"
20-20-307-018-0000,6728 S RACINE AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.77147651, -87.6546417)"
20-21-319-010-0000,6930 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.76794866, -87.63877621)"
20-16-308-033-0000,6044 S UNION AVE,0,16,ENGLEWOOD,RS-3,"(41.78365256, -87.64273866)"
20-21-308-019-0000,6814 S LOWE AVE,0,6,ENGLEWOOD,RT-4,"(41.77015419, -87.64063036)"
20-21-303-022-0000,6744 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.77124312, -87.63904503)"
20-28-122-004-0000,7408 S PARNELL AVE,0,6,ENGLEWOOD,RS-3,"(41.75946962, -87.63878084)"
20-17-431-003-0000,6219 S GREEN ST,0,16,ENGLEWOOD,C1-3,"(41.78108882, -87.64570155)"
20-21-116-004-0000,735 W 65TH ST,0,20,ENGLEWOOD,RT-4,"(41.77590325, -87.64320581)"
20-21-315-026-0000,6902 S LOWE AVE,0,6,ENGLEWOOD,B3-2,"(41.76870961, -87.64104567)"
20-21-113-004-0000,6411 S NORMAL BLVD,0,20,ENGLEWOOD,RT-4,"(41.77765391, -87.63711677)"
20-20-212-003-0000,6409 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.77753691, -87.64923706)"
20-28-123-013-0000,7449 S PARNELL AVE,0,6,ENGLEWOOD,RS-3,"(41.75838313, -87.6380221)"
20-20-307-028-0000,6756 S RACINE AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.77069975, -87.65462088)"
20-16-301-042-0000,5942 S LOWE AVE,4987,20,ENGLEWOOD,RS-3,"(41.78583334, -87.64161402)"
20-20-400-013-0000,6729 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.77142515, -87.65394253)"
20-16-107-013-0000,427 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79281809, -87.63665381)"
20-16-318-034-0000,641 W 61ST PL,0,16,ENGLEWOOD,RS-3,"(41.78227323, -87.64160377)"
20-29-132-059-0000,7418 S RACINE AVE,0,17,WEST ENGLEWOOD,B1-1,"(41.75896575, -87.65431082)"
20-28-106-028-0000,7140 S EGGLESTON AVE,0,6,ENGLEWOOD,RT-4,"(41.7641127, -87.63620605)"
20-16-412-027-0000,6075 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78329968, -87.62862515)"
20-21-314-014-0000,6939 S EMERALD AVE,0,6,ENGLEWOOD,RS-3,"(41.76771001, -87.64288341)"
20-21-328-021-0000,7006 S STEWART AVE,3504,6,ENGLEWOOD,RT-4,"(41.76690609, -87.63508719)"
20-21-411-035-0000,6948 S HARVARD AVE,0,6,ENGLEWOOD,RT-4,"(41.76753709, -87.63378408)"
20-20-411-034-0000,6832 S MORGAN ST,0,6,ENGLEWOOD,RS-3,"(41.76957075, -87.64973264)"
20-17-414-025-0000,6004 S GREEN ST,0,16,ENGLEWOOD,PD 1206,"(41.78498668, -87.64648338)"
20-16-113-030-0000,5730 S UNION AVE,0,20,ENGLEWOOD,RS-3,"(41.7897817, -87.64295833)"
20-16-101-063-0000,5630 S UNION AVE,0,20,ENGLEWOOD,RS-3,"(41.79158182, -87.64300533)"
20-17-200-020-0000,5545 S RACINE AVE,0,16,ENGLEWOOD,B3-2,"(41.79247901, -87.65448712)"
20-17-411-022-0000,1014 W 61ST ST,4131,16,ENGLEWOOD,RS-3,"(41.78356498, -87.65053868)"
20-17-410-002-0000,6011 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78472031, -87.6518599)"
20-21-308-027-0000,6848 S LOWE AVE,0,6,ENGLEWOOD,RT-4,"(41.76929675, -87.6406078)"
20-28-110-029-0000,7228 S LOWE AVE,3875,6,ENGLEWOOD,RT-4,"(41.76256906, -87.6404229)"
20-16-318-085-0000,6125 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78265023, -87.64448905)"
20-16-302-005-0000,5921 S LOWE AVE,0,20,ENGLEWOOD,M1-2,"(41.78623662, -87.64092354)"
20-21-127-010-0000,6606 S NORMAL BLVD,11401,6,ENGLEWOOD,RT-4,"(41.77417663, -87.6371753)"
20-16-302-016-0000,5947 S LOWE AVE,2699,20,ENGLEWOOD,M1-2,"(41.78567628, -87.64092447)"
20-20-419-008-0000,1009 W 69TH ST,0,6,ENGLEWOOD,RS-3,"(41.76851712, -87.6497907)"
20-20-217-023-0000,6559 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.77429911, -87.65280079)"
20-28-107-017-0000,7145 S EGGLESTON AVE,0,6,ENGLEWOOD,RT-4,"(41.76391808, -87.63550888)"
20-17-230-028-0000,850 W 59TH ST,0,16,ENGLEWOOD,C1-1,"(41.78726106, -87.6470584)"
20-17-409-026-0000,6018 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78449071, -87.65255142)"
20-17-400-027-0000,5955 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.78527923, -87.65429933)"
20-20-203-016-0000,6337 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.77853925, -87.65048231)"
20-20-217-041-0000,6546 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77464168, -87.6522952)"
20-20-430-026-0000,7040 S GREEN ST,0,6,ENGLEWOOD,RT-4,"(41.76577857, -87.64600021)"
20-16-119-001-0000,5725 S NORMAL BLVD,0,20,ENGLEWOOD,RS-3,"(41.78977746, -87.63741759)"
20-17-406-018-0000,5947 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78563352, -87.64701363)"
20-16-107-037-0000,418 W TREMONT ST,0,20,ENGLEWOOD,RS-3,"(41.7924214, -87.63636854)"
20-20-415-026-0000,6808 S HALSTED ST,0,6,ENGLEWOOD,B3-2,"(41.77033506, -87.64491085)"
20-28-110-002-0000,7207 S UNION AVE,0,6,ENGLEWOOD,RS-3,"(41.7631652, -87.64106262)"
20-20-400-009-0000,6721 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.77169277, -87.65394966)"
20-17-205-005-0000,913 W GARFIELD BLVD,5625,16,ENGLEWOOD,RT-4,"(41.79360459, -87.64814842)"
20-16-303-003-0000,5900 S PARNELL AVE,0,20,ENGLEWOOD,M1-2,"(41.78683375, -87.63923099)"
20-16-204-022-0000,5633 S WENTWORTH AVE,0,3,ENGLEWOOD,B3-1,"(41.79181763, -87.63011428)"
20-20-221-021-0000,6545 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.77457046, -87.64794642)"
20-29-218-012-0000,7327 S ABERDEEN ST,0,17,ENGLEWOOD,RS-3,"(41.76058197, -87.65122747)"
20-17-427-001-0000,6201 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78134186, -87.65055379)"
20-21-324-027-0000,7020 S WALLACE ST,0,6,ENGLEWOOD,RS-3,"(41.76634447, -87.6399145)"
20-20-222-027-0000,6512 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.77557122, -87.64624353)"
20-29-203-023-0000,7112 S MORGAN ST,0,6,ENGLEWOOD,RS-3,"(41.76465587, -87.64960202)"
20-16-107-035-0000,424 W TREMONT ST,0,20,ENGLEWOOD,RS-3,"(41.7924182, -87.63655371)"
20-20-220-033-0000,6520 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.77538252, -87.64866523)"
20-21-306-013-0000,6839 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76944359, -87.64414435)"
20-16-317-029-0000,6102 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.78334032, -87.63544443)"
20-16-307-016-0000,715 W 60TH ST,0,16,ENGLEWOOD,RS-3,"(41.78481145, -87.64316991)"
20-28-108-011-0000,7227 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76251368, -87.6439655)"
20-20-315-027-0000,6818 S RACINE AVE,0,17,WEST ENGLEWOOD,B1-1,"(41.76990325, -87.65459932)"
20-20-409-032-0000,6826 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.76967252, -87.65216462)"
20-16-415-011-0000,6125 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.78277275, -87.63486237)"
20-28-110-001-0000,7201 S UNION AVE,0,6,ENGLEWOOD,RS-3,"(41.76327813, -87.64106533)"
20-16-313-004-0000,547 W 60TH PL,0,20,ENGLEWOOD,RS-3,"(41.78410749, -87.6394942)"
20-20-107-007-0000,1201 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.77934631, -87.65474207)"
20-17-218-046-0000,5754 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78894581, -87.65144938)"
20-17-223-016-0000,5751 S GREEN ST,0,16,ENGLEWOOD,RS-3,"(41.78918735, -87.64589842)"
20-16-301-004-0000,651 W 59TH ST,2460,20,ENGLEWOOD,RS-3,"(41.78684838, -87.6420897)"
20-21-102-007-0000,653 W 63RD ST,0,20,ENGLEWOOD,PD 74,"(41.77952536, -87.64221065)"
20-16-105-036-0000,412 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79339085, -87.63620935)"
20-17-201-023-0000,5522 S ABERDEEN ST,3047,16,ENGLEWOOD,RS-3,"(41.79311738, -87.65277414)"
20-29-219-034-0000,7356 S MORGAN ST,0,17,ENGLEWOOD,RS-3,"(41.75982132, -87.64947918)"
20-21-113-018-0000,6453 S NORMAL BLVD,0,20,ENGLEWOOD,RT-4,"(41.77649106, -87.63708303)"
20-17-404-022-0000,5951 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.78548605, -87.6494441)"
20-29-132-058-0000,7416 S RACINE AVE,0,17,WEST ENGLEWOOD,B1-1,"(41.75903437, -87.65431266)"
20-16-300-039-0000,740 W 60TH ST,0,16,ENGLEWOOD,B2-2,"(41.78516068, -87.64417772)"
20-21-114-016-0000,6447 S EGGLESTON AVE,0,20,ENGLEWOOD,RT-4,"(41.77670504, -87.63593784)"
20-17-406-008-0000,5917 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78639436, -87.64703336)"
20-16-219-027-0000,5831 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78799613, -87.62875688)"
20-20-224-006-0000,6617 S RACINE AVE,0,16,ENGLEWOOD,RT-4,"(41.77350371, -87.65399685)"
20-16-415-043-0000,334 W 61ST PL,0,20,ENGLEWOOD,RS-3,"(41.78270739, -87.63407751)"
20-21-314-031-0000,6922 S UNION AVE,0,6,ENGLEWOOD,RS-3,"(41.76813004, -87.64238533)"
20-17-224-029-0000,1134 W 59TH ST,0,16,ENGLEWOOD,C1-1,"(41.78716417, -87.6536473)"
20-17-419-012-0000,6125 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78254458, -87.65058348)"
20-16-202-038-0000,5653 S PRINCETON AVE,0,3,ENGLEWOOD,RS-3,"(41.79114439, -87.63256679)"
20-17-222-023-0000,5714 S GREEN ST,0,16,ENGLEWOOD,RS-3,"(41.7901825, -87.64661658)"
20-17-227-020-0000,5814 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.78831311, -87.65021473)"
20-16-105-030-0000,430 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79338121, -87.63676009)"
20-16-305-012-0000,5931 S NORMAL BLVD,0,20,ENGLEWOOD,RS-3,"(41.78624186, -87.63729968)"
20-16-314-027-0000,424 W 61ST ST,0,20,ENGLEWOOD,RS-3,"(41.78378668, -87.6361767)"
20-17-428-030-0000,6222 S SANGAMON ST,0,16,ENGLEWOOD,C1-2,"(41.78036461, -87.64879615)"
20-20-227-024-0000,6618 S MORGAN ST,0,6,ENGLEWOOD,RS-3,"(41.77364974, -87.64983727)"
20-21-104-017-0000,6334 S PARNELL AVE,0,20,ENGLEWOOD,RT-4,"(41.7788139, -87.63906029)"
20-20-407-038-0000,6742 S HALSTED ST,0,6,ENGLEWOOD,B3-2,"(41.77116919, -87.64493212)"
20-16-400-019-0000,330 W 59TH PL,0,20,ENGLEWOOD,RS-3,"(41.78655938, -87.63406876)"
20-21-204-029-0000,6206 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.78148798, -87.63523487)"
20-20-405-007-0000,6717 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.77187789, -87.64787592)"
20-16-100-026-0000,5631 S HALSTED ST,0,20,ENGLEWOOD,C1-2,"(41.79155494, -87.64472067)"
20-21-124-028-0000,710 W MARQUETTE RD,0,6,ENGLEWOOD,RT-4,"(41.77276177, -87.64313122)"
20-16-308-038-0000,714 W 61ST ST,0,16,ENGLEWOOD,RS-3,"(41.78371291, -87.64308306)"
20-29-211-019-0000,7251 S CARPENTER ST,0,6,ENGLEWOOD,RS-3,"(41.76179571, -87.65004471)"
20-17-401-010-0000,1105 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78665574, -87.65251024)"
20-16-102-080-0000,5640 S LOWE AVE,0,20,ENGLEWOOD,RS-3,"(41.79130276, -87.64178012)"
20-16-315-087-0000,751 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78313315, -87.64417014)"
20-17-421-043-0000,6122 S PEORIA ST,0,16,ENGLEWOOD,PD 74,"(41.78265142, -87.64777344)"
20-20-413-022-0000,916 W 69TH ST,0,6,ENGLEWOOD,RS-3,"(41.76900279, -87.64862001)"
20-21-124-013-0000,715 W 66TH PL,0,6,ENGLEWOOD,RT-4,"(41.77329782, -87.64327935)"
20-16-105-044-0000,453 W GARFIELD BLVD,0,20,ENGLEWOOD,B3-2,"(41.79379922, -87.63754772)"
20-17-425-021-0000,6210 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78105722, -87.65246323)"
20-28-106-013-0000,7155 S NORMAL BLVD,0,6,ENGLEWOOD,RT-4,"(41.76372849, -87.63671355)"
20-17-401-045-0000,5952 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78537195, -87.65257363)"
20-21-103-020-0000,633 W 63RD PL,0,20,ENGLEWOOD,PD 74,"(41.77863025, -87.64121829)"
20-21-216-003-0000,219 W 66TH ST,2626,6,ENGLEWOOD,RT-4,"(41.77428687, -87.63104606)"
20-20-423-016-0000,6951 S GREEN ST,0,6,ENGLEWOOD,RT-4,"(41.7673574, -87.64536539)"
20-20-209-021-0000,6459 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.77614933, -87.65284936)"
20-20-423-019-0000,6914 S HALSTED ST,0,6,ENGLEWOOD,C1-2,"(41.76824335, -87.64485922)"
20-21-116-020-0000,6547 S EMERALD AVE,0,20,ENGLEWOOD,RT-4,"(41.77477965, -87.64339031)"
20-17-217-011-0000,5721 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.78988021, -87.6532032)"
20-16-121-017-0000,5800 S UNION AVE,0,20,ENGLEWOOD,RS-3,"(41.78874969, -87.64293215)"
20-16-100-008-0000,5525 S HALSTED ST,0,20,ENGLEWOOD,B3-2,"(41.7930862, -87.64476066)"
20-16-209-039-0000,5722 S PRINCETON AVE,0,20,ENGLEWOOD,RS-3,"(41.79012402, -87.63321906)"
20-29-202-027-0000,7110 S CARPENTER ST,0,6,ENGLEWOOD,RS-3,"(41.76470662, -87.65081733)"
20-20-226-012-0000,6629 S ABERDEEN ST,0,6,ENGLEWOOD,RS-3,"(41.77329762, -87.65156175)"
20-21-116-035-0000,6544 S UNION AVE,0,20,ENGLEWOOD,RT-4,"(41.7748559, -87.64296496)"
20-16-315-089-0000,751 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78313315, -87.64417014)"
20-17-412-006-0000,6013 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.78467491, -87.64942378)"
20-16-107-005-0000,447 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79280537, -87.63738698)"
20-17-400-007-0000,1141 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78663656, -87.6538975)"
20-20-421-002-0000,911 W 69TH ST,0,6,ENGLEWOOD,RM-5,"(41.76854965, -87.64763136)"
20-21-127-024-0000,6620 S NORMAL BLVD,0,6,ENGLEWOOD,RT-4,"(41.77370212, -87.63716886)"
20-16-300-019-0000,5951 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78542747, -87.64454087)"
20-16-302-015-0000,5943 S LOWE AVE,17378,20,ENGLEWOOD,M1-2,"(41.78580499, -87.6406632)"
20-16-100-025-0000,5627 S HALSTED ST,0,20,ENGLEWOOD,C1-2,"(41.79176158, -87.64472602)"
20-16-308-031-0000,6038 S UNION AVE,0,16,ENGLEWOOD,RS-3,"(41.78388555, -87.64270109)"
20-16-102-003-0000,655 W GARFIELD BLVD,0,20,ENGLEWOOD,RT-4,"(41.79378857, -87.64241429)"
20-16-300-021-0000,5965 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78512493, -87.64477096)"
20-20-315-024-0000,6810 S RACINE AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.7701091, -87.65460497)"
20-17-200-006-0000,1141 W GARFIELD BLVD,0,16,ENGLEWOOD,B3-2,"(41.79352084, -87.65406683)"
20-21-305-016-0000,432 W NORMAL PKWY NORTH,9485,6,ENGLEWOOD,RT-4,"(41.77154341, -87.6361836)"
20-21-122-007-0000,431 W 65TH PL,0,20,ENGLEWOOD,RT-4,"(41.77505278, -87.6359631)"
20-21-308-029-0000,6850 S LOWE AVE,0,6,ENGLEWOOD,RT-4,"(41.76913055, -87.64042928)"
20-29-207-027-0000,7116 S HALSTED ST,3016,6,ENGLEWOOD,C2-2,"(41.76466343, -87.64476445)"
20-16-315-100-0000,751 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78313315, -87.64417014)"
20-16-202-087-0000,5656 S WELLS ST,0,3,ENGLEWOOD,RS-3,"(41.7910794, -87.63205594)"
20-28-110-018-0000,7251 S UNION AVE,0,6,ENGLEWOOD,RS-3,"(41.76194194, -87.64103356)"
20-16-317-018-0000,448 W 61ST PL,4333,20,ENGLEWOOD,RS-3,"(41.78288705, -87.63700282)"
20-17-415-020-0000,6010 S HALSTED ST,0,16,ENGLEWOOD,PD 1206,"(41.78479711, -87.64527845)"
20-21-128-003-0000,6639 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.77322924, -87.63841)"
20-28-108-008-0000,7221 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76271944, -87.64397055)"
20-16-204-059-0000,5644 S LA SALLE ST,0,3,ENGLEWOOD,B3-1,"(41.79148982, -87.62958111)"
20-16-110-029-0000,530 W 57TH ST,0,20,ENGLEWOOD,RS-3,"(41.79102796, -87.63902527)"
20-29-208-031-0000,7224 S MAY ST,0,6,ENGLEWOOD,RS-3,"(41.76251178, -87.65318837)"
20-29-211-018-0000,7249 S CARPENTER ST,0,6,ENGLEWOOD,RS-3,"(41.76186433, -87.6500465)"
20-21-310-007-0000,6821 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.77009117, -87.63829219)"
20-20-414-034-0000,6842 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.76935075, -87.64608968)"
20-20-417-021-0000,6955 S MAY ST,0,6,ENGLEWOOD,RS-3,"(41.76715497, -87.65261312)"
20-17-226-034-0000,1052 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78718879, -87.65189038)"
20-21-112-038-0000,512 W 65TH ST,0,20,ENGLEWOOD,RT-4,"(41.77633646, -87.63795637)"
20-20-331-034-0000,7038 S RACINE AVE,0,6,WEST ENGLEWOOD,B1-1,"(41.76571583, -87.65448435)"
20-17-424-038-0000,1138 W 63RD ST,0,16,ENGLEWOOD,C1-2,"(41.77988437, -87.65361337)"
20-17-220-002-0000,5705 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.79033335, -87.64956536)"
20-29-206-002-0000,855 W 71ST ST,3124,6,ENGLEWOOD,RT-4,"(41.76490931, -87.64647983)"
20-17-401-040-0000,5940 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78571559, -87.65258236)"
20-17-225-025-0000,1116 W 59TH ST,0,16,ENGLEWOOD,RS-3,"(41.78717372, -87.65304137)"
20-21-116-042-0000,745 W 65TH ST,0,20,ENGLEWOOD,B3-2,"(41.77590182, -87.64333721)"
20-21-110-014-0000,641 W 64TH ST,0,20,ENGLEWOOD,PD 74,"(41.77769792, -87.6415303)"
20-17-405-014-0000,5923 S SANGAMON ST,0,16,ENGLEWOOD,RS-3,"(41.7863159, -87.64825185)"
20-17-426-019-0000,6202 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78126074, -87.65125247)"
20-16-315-090-0000,751 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78313315, -87.64417014)"
20-17-203-006-0000,1005 W GARFIELD BLVD,0,16,ENGLEWOOD,RT-4,"(41.79357684, -87.65030232)"
20-17-400-046-0000,5958 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.78520994, -87.65378126)"
20-17-401-007-0000,1111 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78665208, -87.65277271)"
20-17-423-074-0000,807 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78309076, -87.64519915)"
20-16-212-011-0000,5702 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.7908018, -87.62955585)"
20-16-205-006-0000,5541 S LA SALLE ST,0,3,ENGLEWOOD,RS-3,"(41.79300215, -87.62891504)"
20-17-231-006-0000,5841 S GREEN ST,0,16,ENGLEWOOD,M1-1,"(41.78759311, -87.64585736)"
20-16-311-006-0000,525 W 60TH ST,0,20,ENGLEWOOD,RS-3,"(41.78500268, -87.63874901)"
