PIN,Address,Sq. Ft.,Ward,Community Area Name,Zoning Classification,Location
20-20-302-021-0000,6743 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77096668, -87.66121171)"
20-17-424-035-0000,1148 W 63RD ST,0,16,ENGLEWOOD,C1-2,"(41.77972461, -87.65402403)"
20-17-308-032-0000,6032 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78393693, -87.66346414)"
20-17-312-043-0000,1338 W 61ST ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78343035, -87.65859567)"
20-17-122-030-0000,5716 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78997324, -87.65633452)"
20-17-400-005-0000,1147 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78678173, -87.65411825)"
20-17-327-037-0000,1448 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77977356, -87.66126847)"
20-17-128-006-0000,5831 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,M1-1,"(41.78754001, -87.65920318)"
20-19-106-005-0000,2049 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.7789897, -87.67581805)"
20-20-329-013-0000,7033 S ADA ST,0,6,WEST ENGLEWOOD,RS-3,"(41.76579712, -87.65742696)"
20-20-101-005-0000,1509 W 63RD ST,0,16,WEST ENGLEWOOD,B3-2,"(41.7792397, -87.66224735)"
20-17-122-045-0000,5752 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78894399, -87.65630733)"
20-17-224-031-0000,5807 S RACINE AVE,0,16,ENGLEWOOD,M1-1,"(41.78821191, -87.65437519)"
20-17-123-024-0000,5759 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78881896, -87.65560528)"
20-18-427-001-0000,6201 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.7810937, -87.6699715)"
20-19-205-003-0000,1717 W 63RD ST,0,15,WEST ENGLEWOOD,B1-1,"(41.77910756, -87.66755022)"
20-29-109-024-0000,1223 W 71ST PL,0,6,WEST ENGLEWOOD,RS-2,"(41.76387117, -87.6550501)"
20-19-419-002-0000,1823 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76822118, -87.66973062)"
20-18-406-003-0000,1651 W 59TH ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78646165, -87.66644547)"
20-18-426-046-0000,6216 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78061974, -87.6706563)"
20-20-317-033-0000,6934 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.7675326, -87.66160982)"
20-17-304-039-0000,5944 S ADA ST,3132,16,WEST ENGLEWOOD,RS-3,"(41.78733135, -87.65871003)"
20-17-113-007-0000,5617 S ADA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79176851, -87.65811279)"
20-17-400-047-0000,5950 S RACINE AVE,0,16,WEST ENGLEWOOD,C1-1,"(41.78542652, -87.65479753)"
20-20-107-018-0000,6338 S RACINE AVE,0,16,WEST ENGLEWOOD,C1-2,"(41.77847767, -87.65482708)"
20-20-103-004-0000,1413 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77927031, -87.66010335)"
20-18-214-003-0000,5605 S PAULINA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79191853, -87.66661373)"
20-20-308-030-0000,6838 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.76921244, -87.66306785)"
20-17-408-001-0000,6001 S RACINE AVE,0,16,ENGLEWOOD,B1-1,"(41.78491319, -87.65429018)"
20-19-128-029-0000,6618 S SEELEY AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77326827, -87.67531735)"
20-18-431-001-0000,6201 S MARSHFIELD AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.78111683, -87.66513063)"
20-20-327-025-0000,7018 S LOOMIS BLVD,0,6,WEST ENGLEWOOD,RS-3,"(41.76617268, -87.6593488)"
20-19-206-044-0000,1655 W 63RD ST,0,15,WEST ENGLEWOOD,B1-1,"(41.77912138, -87.66647753)"
20-18-112-017-0000,5600 S DAMEN AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.79196539, -87.67460059)"
20-19-305-015-0000,2110 W 67TH PL,0,16,WEST ENGLEWOOD,RS-2,"(41.77124187, -87.67659153)"
20-19-211-041-0000,6448 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77612465, -87.66935762)"
20-17-103-012-0000,5525 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79286725, -87.66057093)"
20-17-116-006-0000,5719 S ASHLAND AVE,0,16,WEST ENGLEWOOD,PD 1142,"(41.7897237, -87.66408613)"
20-19-205-042-0000,1723 W 63RD ST,0,15,WEST ENGLEWOOD,B1-1,"(41.7791063, -87.6676382)"
20-19-217-029-0000,6522 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77500018, -87.67173248)"
20-17-305-005-0000,1315 W 59TH ST,0,16,WEST ENGLEWOOD,C1-1,"(41.7865828, -87.65776396)"
20-19-215-018-0000,6443 S MARSHFIELD AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77635132, -87.66505889)"
20-20-103-007-0000,1407 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77927485, -87.65978279)"
20-20-317-038-0000,6946 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.76717604, -87.66180309)"
20-17-122-016-0000,5741 S THROOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78927975, -87.65683226)"
20-30-122-032-0000,7320 S DAMEN AVE,0,17,WEST ENGLEWOOD,RS-2,"(41.76048271, -87.67377642)"
20-19-215-034-0000,6448 S ASHLAND AVE,0,15,WEST ENGLEWOOD,C1-2,"(41.77622103, -87.6645445)"
20-18-413-036-0000,6042 S PAULINA ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78359759, -87.66709993)"
20-17-127-001-0000,5801 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78850098, -87.66045773)"
20-19-327-017-0000,2019 W 69TH ST,0,17,WEST ENGLEWOOD,RS-2,"(41.7683221, -87.67442488)"
20-19-223-032-0000,6528 S ASHLAND AVE,0,15,WEST ENGLEWOOD,C1-2,"(41.77494724, -87.66450977)"
20-20-115-036-0000,6530 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,RT-4,"(41.77495181, -87.65958766)"
20-17-313-003-0000,6039 S ADA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78387451, -87.65790763)"
20-20-103-006-0000,1411 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77927292, -87.65992014)"
20-19-336-037-0000,2024 W 70TH PL,0,17,WEST ENGLEWOOD,RS-2,"(41.76596728, -87.67455467)"
20-18-207-003-0000,1619 W GARFIELD BLVD,0,16,WEST ENGLEWOOD,B3-2,"(41.79336147, -87.66543429)"
20-18-429-006-0000,6213 S HERMITAGE AVE,3105,15,WEST ENGLEWOOD,RS-3,"(41.7806981, -87.66753971)"
20-18-404-037-0000,5934 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78562456, -87.66836372)"
20-20-314-032-0000,6830 S ELIZABETH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76954242, -87.65579932)"
20-18-413-041-0000,1714 W 61ST ST,3125,15,WEST ENGLEWOOD,RS-3,"(41.7833347, -87.66739569)"
20-19-220-035-0000,6548 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77437298, -87.6681015)"
20-18-112-022-0000,5612 S DAMEN AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.79162734, -87.67459064)"
20-29-128-014-0000,1332 W 74TH ST,0,17,WEST ENGLEWOOD,C1-1,"(41.7597907, -87.65862378)"
20-18-428-035-0000,1746 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77968051, -87.66851273)"
20-20-321-034-0000,6928 S THROOP ST,0,6,WEST ENGLEWOOD,RS-3,"(41.76777004, -87.65696655)"
20-17-324-016-0000,6140 S RACINE AVE,0,16,WEST ENGLEWOOD,C1-1,"(41.78189517, -87.65492636)"
20-18-207-001-0000,1625 W GARFIELD BLVD,0,16,WEST ENGLEWOOD,B3-2,"(41.79335927, -87.66561767)"
20-18-425-026-0000,6222 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78047299, -87.67186406)"
20-20-110-033-0000,6426 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77689449, -87.66085167)"
20-17-128-008-0000,5830 S ADA ST,0,16,WEST ENGLEWOOD,M1-1,"(41.78754681, -87.65871566)"
20-18-404-027-0000,5955 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78506891, -87.66886377)"
20-18-412-006-0000,6015 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78440752, -87.66884651)"
20-17-112-028-0000,5610 S ADA ST,3110,16,WEST ENGLEWOOD,RS-3,"(41.79189568, -87.65881465)"
20-19-204-001-0000,1757 W 63RD ST,0,15,WEST ENGLEWOOD,B1-1,"(41.77908957, -87.66893144)"
20-18-225-022-0000,5830 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,M1-1,"(41.78750512, -87.67205092)"
20-18-105-001-0000,2057 W GARFIELD BLVD,0,15,WEST ENGLEWOOD,RT-4,"(41.79326378, -87.67651069)"
20-17-330-007-0000,6217 S ADA ST,3156,16,WEST ENGLEWOOD,RT-4,"(41.78076122, -87.65789841)"
20-19-214-007-0000,6417 S PAULINA ST,0,15,WEST ENGLEWOOD,RS-3,"(41.7770896, -87.66628227)"
20-19-223-031-0000,6526 S ASHLAND AVE,0,15,WEST ENGLEWOOD,C1-2,"(41.77501586, -87.66451158)"
20-18-225-024-0000,5836 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,M1-1,"(41.78736932, -87.67204737)"
20-17-109-022-0000,5659 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79056852, -87.66292139)"
20-19-415-002-0000,6803 S MARSHFIELD AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.77016755, -87.66483184)"
20-19-406-003-0000,1647 W MARQUETTE RD,3126,16,WEST ENGLEWOOD,RS-3,"(41.77190415, -87.6659713)"
20-19-127-017-0000,6641 S HAMILTON AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77264631, -87.67704563)"
20-20-109-013-0000,6431 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77673393, -87.66257158)"
20-29-109-048-0000,1230 W 72ND ST,0,6,WEST ENGLEWOOD,RS-2,"(41.76347877, -87.65529318)"
20-17-125-017-0000,5808 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78827969, -87.66235522)"
20-17-103-009-0000,5519 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79307171, -87.66057627)"
20-17-101-017-0000,5537 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.7925362, -87.66316725)"
20-17-321-038-0000,6130 S THROOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78229825, -87.65745598)"
20-20-101-003-0000,1515 W 63RD ST,0,16,WEST ENGLEWOOD,B3-2,"(41.7792371, -87.66243063)"
20-18-212-022-0000,5600 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.79207466, -87.66833005)"
20-18-422-030-0000,6118 S MARSHFIELD AVE,3117,15,WEST ENGLEWOOD,RS-3,"(41.78248843, -87.66585739)"
20-17-300-041-0000,5953 S ASHLAND AVE,0,16,WEST ENGLEWOOD,C1-2,"(41.78533342, -87.66397993)"
20-29-114-049-0000,7202 S RACINE AVE,0,6,WEST ENGLEWOOD,B1-1,"(41.76298996, -87.65441539)"
20-17-308-001-0000,6001 S ASHLAND AVE,0,16,WEST ENGLEWOOD,C1-2,"(41.78481556, -87.66397142)"
20-18-420-011-0000,6127 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78224203, -87.66879014)"
20-19-122-020-0000,6551 S SEELEY AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.7742162, -87.6746412)"
20-17-115-044-0000,5650 S RACINE AVE,0,16,WEST ENGLEWOOD,B1-1,"(41.79085015, -87.65514355)"
20-30-215-018-0000,7243 S MARSHFIELD AVE,0,17,WEST ENGLEWOOD,RS-2,"(41.76179421, -87.66460417)"
20-17-116-004-0000,5715 S ASHLAND AVE,0,16,WEST ENGLEWOOD,PD 1142,"(41.78986088, -87.66408951)"
20-20-109-010-0000,6423 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77693971, -87.66257737)"
20-19-327-020-0000,2011 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.7683252, -87.67412255)"
20-18-225-023-0000,5834 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,M1-1,"(41.78743791, -87.67204918)"
20-17-301-009-0000,1505 W 59TH ST,0,16,WEST ENGLEWOOD,B3-1,"(41.78652006, -87.6622676)"
20-18-426-015-0000,6239 S WOLCOTT AVE,3100,15,WEST ENGLEWOOD,RS-3,"(41.78001532, -87.67115413)"
20-19-413-040-0000,1712 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76877458, -87.66700729)"
20-17-114-001-0000,5601 S THROOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79219582, -87.65690927)"
20-17-321-018-0000,6129 S ADA ST,0,16,WEST ENGLEWOOD,RT-4,"(41.78229146, -87.65794468)"
20-20-323-010-0000,6933 S ELIZABETH ST,0,6,WEST ENGLEWOOD,RS-3,"(41.76766148, -87.65505144)"
20-29-108-014-0000,1334 W 72ND ST,0,6,WEST ENGLEWOOD,RS-2,"(41.76342717, -87.65874134)"
20-20-200-010-0000,6319 S RACINE AVE,0,16,ENGLEWOOD,RT-4,"(41.7790365, -87.65414278)"
20-19-411-040-0000,1816 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76874777, -87.66950059)"
20-18-428-026-0000,6232 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78027728, -87.66822577)"
20-18-208-005-0000,5615 S DAMEN AVE,0,15,WEST ENGLEWOOD,B1-1,"(41.79164364, -87.67389125)"
20-18-414-023-0000,6016 S MARSHFIELD AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.7843086, -87.66590347)"
20-20-310-029-0000,6826 S BISHOP ST,0,17,WEST ENGLEWOOD,RS-3,"(41.7695859, -87.66065753)"
20-20-102-013-0000,6321 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77872718, -87.66141781)"
20-18-214-030-0000,5616 S MARSHFIELD AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.79158896, -87.66608908)"
20-18-111-039-0000,5658 S SEELEY AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.79038746, -87.67578903)"
20-20-317-017-0000,6935 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.76751187, -87.66232825)"
20-20-110-037-0000,6434 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.7766201, -87.66084431)"
20-20-116-008-0000,6635 S ASHLAND AVE,2841,16,WEST ENGLEWOOD,B3-2,"(41.77291921, -87.66365423)"
20-19-112-031-0000,6420 S HOYNE AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77681267, -87.67663213)"
20-19-417-018-0000,6949 S WINCHESTER AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.76703006, -87.67203254)"
20-17-208-008-0000,5619 S RACINE AVE,0,16,ENGLEWOOD,B3-2,"(41.79174897, -87.6544679)"
20-19-227-011-0000,6633 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77294581, -87.66997471)"
20-20-400-008-0000,6717 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.77176138, -87.65395156)"
20-19-430-025-0000,7014 S MARSHFIELD AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.76617288, -87.66541902)"
20-19-229-029-0000,6624 S PAULINA ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77318457, -87.66686716)"
20-20-116-017-0000,6604 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77374895, -87.66318347)"
20-18-422-024-0000,6100 S MARSHFIELD AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78293444, -87.6658687)"
20-19-413-041-0000,1710 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76877548, -87.66691563)"
20-19-202-006-0000,1843 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77906096, -87.67084953)"
20-17-312-027-0000,6022 S ADA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78427498, -87.65861713)"
20-19-218-015-0000,6545 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77442057, -87.67102206)"
20-20-307-029-0000,6758 S RACINE AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.77063219, -87.65461913)"
20-19-430-020-0000,7002 S MARSHFIELD AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.76651586, -87.66542827)"
20-18-425-004-0000,6211 S WINCHESTER AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78078649, -87.67238726)"
20-19-404-030-0000,6752 S HERMITAGE AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77058148, -87.66796743)"
20-18-117-033-0000,5744 S SEELEY AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78895964, -87.67573447)"
20-20-107-001-0000,1225 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.77933501, -87.65554426)"
20-20-104-011-0000,6330 S ADA ST,0,16,WEST ENGLEWOOD,RT-4,"(41.77866614, -87.65847663)"
20-17-321-016-0000,6125 S ADA ST,2932,16,WEST ENGLEWOOD,RT-4,"(41.7824287, -87.6579483)"
20-30-219-036-0000,7338 S WOOD ST,6255,17,WEST ENGLEWOOD,RS-2,"(41.76009605, -87.66889713)"
20-30-201-013-0000,7121 S WINCHESTER AVE,3125,17,WEST ENGLEWOOD,RS-2,"(41.76415838, -87.67195776)"
20-18-226-029-0000,1856 W 59TH ST,0,15,WEST ENGLEWOOD,M1-1,"(41.78692034, -87.67150654)"
20-19-412-020-0000,6802 S HERMITAGE AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.77012955, -87.66795543)"
20-17-115-015-0000,5635 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79125441, -87.65566934)"
20-19-211-022-0000,6400 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.7774594, -87.66939571)"
20-17-329-011-0000,6229 S LOOMIS BLVD,2924,16,WEST ENGLEWOOD,RS-3,"(41.78040207, -87.65905132)"
20-17-128-005-0000,5829 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,M1-1,"(41.78767721, -87.65920668)"
20-19-203-027-0000,6324 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77854495, -87.66942643)"
20-19-327-018-0000,2015 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76832365, -87.67427372)"
20-19-411-037-0000,1824 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76874457, -87.66980314)"
20-17-128-019-0000,5800 S ADA ST,0,16,WEST ENGLEWOOD,M1-1,"(41.78824809, -87.65874219)"
20-18-431-006-0000,6217 S MARSHFIELD AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.78072975, -87.66512094)"
20-20-319-005-0000,1415 W 69TH ST,0,6,WEST ENGLEWOOD,RS-3,"(41.7683446, -87.65974088)"
20-18-217-038-0000,5750 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78877024, -87.6720844)"
20-18-409-025-0000,6000 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78471073, -87.67197656)"
20-19-401-013-0000,6723 S WINCHESTER AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.7713762, -87.67214514)"
20-20-308-009-0000,6831 S ASHLAND AVE,0,16,WEST ENGLEWOOD,C1-2,"(41.7694356, -87.66379595)"
20-19-127-016-0000,6639 S HAMILTON AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.7727149, -87.67704748)"
20-19-200-020-0000,6353 S DAMEN AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77770704, -87.67351351)"
20-19-419-011-0000,1801 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76822976, -87.668937)"
20-19-114-016-0000,6443 S SEELEY AVE,3750,16,WEST ENGLEWOOD,RS-3,"(41.77623093, -87.67469452)"
20-20-307-003-0000,6735 S ELIZABETH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.7713101, -87.65515054)"
20-20-330-027-0000,7008 S ELIZABETH ST,0,6,WEST ENGLEWOOD,RS-3,"(41.76650373, -87.65571791)"
20-19-227-004-0000,6613 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77350629, -87.66979413)"
20-19-211-037-0000,6436 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77644703, -87.66936675)"
20-20-105-002-0000,1321 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.77930181, -87.65788722)"
20-20-319-029-0000,6916 S LOOMIS BLVD,0,6,WEST ENGLEWOOD,RS-3,"(41.76803174, -87.6593987)"
20-19-422-002-0000,1655 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76826064, -87.66605378)"
20-19-207-007-0000,6333 S MARSHFIELD AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.7784979, -87.66511724)"
20-29-129-031-0000,1272 W 74TH ST,0,17,WEST ENGLEWOOD,RS-2,"(41.75981813, -87.65678)"
20-18-416-006-0000,6117 S DAMEN AVE,3106,16,WEST ENGLEWOOD,RS-3,"(41.7824559, -87.67364308)"
20-17-114-039-0000,5636 S ELIZABETH ST,3125,16,WEST ENGLEWOOD,RS-3,"(41.79124443, -87.65636803)"
20-17-424-004-0000,6213 S RACINE AVE,0,16,ENGLEWOOD,C1-1,"(41.78099998, -87.65439064)"
20-20-102-003-0000,1447 W 63RD ST,0,16,WEST ENGLEWOOD,B3-2,"(41.77925427, -87.66122416)"
20-17-116-008-0000,5727 S ASHLAND AVE,0,16,WEST ENGLEWOOD,PD 1142,"(41.78958652, -87.66408275)"
20-17-300-013-0000,5947 S ASHLAND AVE,0,16,WEST ENGLEWOOD,C1-2,"(41.78533342, -87.66397993)"
20-17-312-032-0000,6034 S ADA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78393189, -87.65860839)"
20-20-112-044-0000,6550 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77435586, -87.66320057)"
20-20-317-019-0000,6939 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.76737517, -87.66232439)"
20-30-214-043-0000,7248 S MARSHFIELD AVE,0,17,WEST ENGLEWOOD,RS-2,"(41.76164947, -87.66529918)"
20-18-425-003-0000,6209 S WINCHESTER AVE,2984,15,WEST ENGLEWOOD,RS-3,"(41.78086054, -87.67238922)"
20-18-411-012-0000,6031 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78391393, -87.67004558)"
20-17-126-024-0000,5844 S BISHOP ST,0,16,WEST ENGLEWOOD,M1-1,"(41.78727809, -87.66113687)"
20-17-318-027-0000,6132 S BISHOP ST,3163,16,WEST ENGLEWOOD,RS-3,"(41.78218464, -87.66099211)"
20-18-422-011-0000,6129 S PAULINA ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78220685, -87.66636602)"
20-17-115-040-0000,5640 S RACINE AVE,0,16,WEST ENGLEWOOD,B1-1,"(41.79112462, -87.65515076)"
20-17-109-025-0000,5606 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79190878, -87.66245184)"
20-17-109-014-0000,5637 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79114806, -87.66293658)"
20-17-328-038-0000,1412 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77979225, -87.65997445)"
20-19-106-025-0000,6351 S HOYNE AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77776361, -87.6759556)"
20-30-209-015-0000,7237 S WINCHESTER AVE,0,17,WEST ENGLEWOOD,RS-2,"(41.76192188, -87.67189871)"
20-17-208-001-0000,5601 S RACINE AVE,0,16,ENGLEWOOD,B3-2,"(41.79223081, -87.65448053)"
20-19-326-003-0000,2118 W 69TH PL,0,17,WEST ENGLEWOOD,RS-2,"(41.7677597, -87.67694768)"
20-18-206-017-0000,5516 S MARSHFIELD AVE,3119,16,WEST ENGLEWOOD,RS-3,"(41.79307351, -87.66612702)"
20-18-429-039-0000,1710 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77969757, -87.66721125)"
20-20-327-012-0000,7031 S BISHOP ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76582191, -87.6598566)"
20-17-122-031-0000,5718 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78990462, -87.65633269)"
